Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8520.0,8520.0
1,1,8535.0,8520.52
1,2,8535.0,8522.08
1,3,8542.0,8528.42
1,4,9671.0,8550.92
1,5,9671.0,8551.313725490196
1,6,9671.0,8562.51923076923
1,7,9671.0,8570.235294117647
1,8,9671.0,8576.346153846154
1,9,9671.0,8593.09090909091
1,10,9671.0,8603.537037037036
1,11,9671.0,8597.345454545455
1,12,9671.0,8603.654545454545
1,13,9671.0,8613.963636363636
1,14,9671.0,8600.618181818181
1,15,9671.0,8614.290909090909
1,16,9671.0,8609.927272727273
1,17,9671.0,8587.2
1,18,9671.0,8620.945454545454
1,19,9671.0,8605.018181818183
1,20,9671.0,8597.89090909091
1,21,9671.0,8596.2
1,22,9671.0,8600.527272727273
1,23,9671.0,8612.072727272727
1,24,9671.0,8607.849056603774
1,25,9671.0,8608.156862745098
1,26,9671.0,8607.36
1,27,9671.0,8620.66
1,28,9671.0,8626.78431372549
1,29,9671.0,8611.76
1,30,9671.0,8650.38
1,31,9671.0,8621.78
1,32,9671.0,8626.78431372549
1,33,9671.0,8632.56862745098
1,34,9671.0,8653.68
1,35,9671.0,8644.88
1,36,9671.0,8644.08
1,37,9671.0,8648.04
1,38,9671.0,8682.94
1,39,9671.0,8651.02
1,40,9671.0,8661.56
1,41,9671.0,8672.35294117647
1,42,9671.0,8688.44
1,43,9671.0,8674.0
1,44,9671.0,8653.26
1,45,9671.0,8677.82
1,46,9671.0,8696.38
1,47,9671.0,8673.653846153846
1,48,9671.0,8675.192307692309
1,49,9671.0,8683.66
