Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8520.0,8520.0
1,1,8533.0,8520.14
1,2,8533.0,8521.4
1,3,8534.0,8527.7
1,4,8546.0,8530.16
1,5,8772.0,8536.62
1,6,8773.0,8542.56
1,7,8775.0,8547.14
1,8,8775.0,8547.5
1,9,8775.0,8552.76
1,10,8775.0,8557.18
1,11,8778.0,8569.34
1,12,8985.0,8575.34
1,13,8985.0,8592.36
1,14,8985.0,8614.24
1,15,8985.0,8617.901960784313
1,16,8985.0,8628.019607843138
1,17,8985.0,8615.098039215687
1,18,8985.0,8640.64705882353
1,19,8985.0,8704.38
1,20,8985.0,8694.862745098038
1,21,8985.0,8698.76
1,22,8985.0,8706.529411764706
1,23,8985.0,8664.254901960785
1,24,8985.0,8699.489795918367
1,25,8985.0,8694.102040816326
1,26,8985.0,8723.92
1,27,8985.0,8711.3
1,28,8985.0,8728.43137254902
1,29,8985.0,8718.098039215687
1,30,8985.0,8742.98
1,31,8985.0,8715.254901960785
1,32,8985.0,8741.156862745098
1,33,8985.0,8688.96
1,34,8985.0,8724.980392156862
1,35,8985.0,8714.8
1,36,8985.0,8661.14
1,37,8985.0,8678.387755102041
1,38,8985.0,8683.26
1,39,8985.0,8670.326530612245
1,40,8985.0,8690.588235294117
1,41,8985.0,8675.76
1,42,8985.0,8686.204081632653
1,43,8985.0,8655.48
1,44,8985.0,8696.78
1,45,8985.0,8647.8
1,46,8985.0,8665.86
1,47,8985.0,8671.66
1,48,8985.0,8664.54
1,49,8985.0,8656.68
