Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8520.0,8520.0
1,1,8533.0,8520.1
1,2,8534.0,8520.96
1,3,8535.0,8524.82
1,4,8536.0,8528.686274509804
1,5,8778.0,8534.588235294117
1,6,8778.0,8542.12
1,7,8780.0,8546.18
1,8,8780.0,8553.0
1,9,8780.0,8559.78431372549
1,10,8780.0,8568.78
1,11,8780.0,8572.058823529413
1,12,9340.0,8592.78
1,13,9340.0,8607.803921568628
1,14,9974.0,8646.076923076924
1,15,9974.0,8653.84
1,16,9974.0,8711.607843137255
1,17,9974.0,8684.372549019608
1,18,9974.0,8681.411764705883
1,19,9974.0,8695.849056603774
1,20,9974.0,8713.64705882353
1,21,9974.0,8736.372549019608
1,22,9974.0,8695.942307692309
1,23,9974.0,8692.433962264151
1,24,9974.0,8699.66037735849
1,25,9974.0,8700.596153846154
1,26,9974.0,8708.777777777777
1,27,9974.0,8715.358490566037
1,28,9974.0,8717.865384615385
1,29,9974.0,8752.452830188678
