Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8520.0,8520.0
1,1,8533.0,8520.9
1,2,8534.0,8523.52
1,3,8535.0,8527.32
1,4,8535.0,8528.96
1,5,8536.0,8530.836734693878
1,6,8536.0,8530.469387755102
1,7,8536.0,8531.0
1,8,8536.0,8531.7
1,9,8536.0,8531.86
1,10,8536.0,8530.285714285714
1,11,8536.0,8532.551020408164
1,12,8536.0,8531.183673469388
1,13,8536.0,8530.938775510203
1,14,8536.0,8530.08
1,15,8777.0,8534.764705882353
1,16,8777.0,8536.392156862745
1,17,8777.0,8537.274509803921
1,18,8777.0,8541.29411764706
1,19,8777.0,8541.823529411764
1,20,8777.0,8543.183673469388
1,21,8777.0,8552.096153846154
1,22,8777.0,8556.34693877551
1,23,8779.0,8562.142857142857
1,24,8779.0,8571.22
1,25,8779.0,8565.22
1,26,8779.0,8560.274509803921
1,27,8779.0,8562.897959183674
1,28,8779.0,8565.46
1,29,8787.0,8570.510204081633
