Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8520.0,8520.0
1,1,8532.0,8520.08
1,2,8535.0,8522.04
1,3,8535.0,8528.38
1,4,8535.0,8529.62
1,5,8786.0,8534.66
1,6,8786.0,8541.9
1,7,8786.0,8548.509803921568
1,8,8786.0,8559.32
1,9,8786.0,8595.26
1,10,8786.0,8598.12
1,11,8786.0,8585.08
1,12,8786.0,8593.2
1,13,8786.0,8605.76
1,14,8786.0,8603.254901960785
1,15,8786.0,8589.98
1,16,8786.0,8615.02
1,17,8786.0,8605.4
1,18,8786.0,8627.372549019608
1,19,8786.0,8623.058823529413
1,20,8786.0,8625.04
1,21,9503.0,8654.509803921568
1,22,9503.0,8662.82
1,23,9503.0,8644.38
1,24,9503.0,8683.92
1,25,9503.0,8680.18
1,26,9503.0,8698.3
1,27,9503.0,8684.62
1,28,9503.0,8672.64
1,29,9665.0,8725.9
