Simulacion,Generacion,Mejor Fitness,Fitness Promedio
4,0,8346.0,8346.0
4,1,8346.0,8345.76
4,2,8431.0,8350.7
4,3,8498.0,8366.68
4,4,8502.0,8384.5
4,5,8502.0,8381.02
4,6,8516.0,8383.6
4,7,8516.0,8395.84
4,8,8521.0,8400.823529411764
4,9,9138.0,8408.92
4,10,9138.0,8424.745098039215
4,11,9138.0,8423.058823529413
4,12,9138.0,8443.82
4,13,9138.0,8442.941176470587
4,14,9138.0,8445.32
4,15,9138.0,8447.836734693878
4,16,9138.0,8466.666666666666
4,17,9138.0,8498.960784313726
4,18,9138.0,8525.448979591836
4,19,9359.0,8499.039215686274
