Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8509.806723944843,8509.806723944843
1,1,8531.17019365755,8510.513186793109
1,2,8531.252234044252,8513.249868786712
1,3,8533.029993489983,8523.254410581047
1,4,8533.998635744154,8522.005907454371
1,5,8775.723887352204,8528.229286720138
1,6,8775.723887352204,8525.360177190038
1,7,8775.723887352204,8529.943399684584
1,8,8775.723887352204,8537.051793008615
1,9,8775.930965999058,8553.22149135153
1,10,9633.0,8600.821481729241
1,11,9887.63897472878,8630.239283064127
1,12,9887.63897472878,8664.939605392912
1,13,9887.63897472878,8667.126233102588
1,14,9887.63897472878,8684.812860266316
1,15,9887.63897472878,8779.273508585906
1,16,9887.63897472878,8737.81831793879
1,17,9887.63897472878,8750.040423991704
1,18,9982.535750803427,8777.03320148577
1,19,9982.535750803427,8773.082828515098
1,20,9982.535750803427,8752.002688569326
1,21,9982.535750803427,8806.571944498564
1,22,9982.535750803427,8771.880245848166
1,23,9982.535750803427,8818.570760084021
1,24,9982.535750803427,8869.854706662165
1,25,9982.535750803427,8820.017204196416
1,26,9982.535750803427,8862.4077829584
1,27,9985.857864376268,8936.823094623325
1,28,9985.857864376268,8901.980080464069
1,29,9985.857864376268,8907.57731991743
