Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8346.0,8346.0
1,1,8438.0,8348.3
1,2,8489.0,8356.36
1,3,8489.0,8366.54
1,4,8507.0,8393.12
1,5,8637.0,8387.58
1,6,8637.0,8417.4
1,7,8637.0,8409.42
1,8,8950.0,8416.26
1,9,8950.0,8412.26
1,10,8950.0,8414.632653061224
1,11,8950.0,8438.117647058823
1,12,8950.0,8462.061224489797
1,13,9873.0,8514.98
1,14,9873.0,8519.64705882353
1,15,9873.0,8538.62
1,16,9873.0,8555.64
1,17,9873.0,8569.5
1,18,9873.0,8526.959183673469
1,19,9873.0,8580.86
1,20,9873.0,8580.78
1,21,9873.0,8579.56862745098
1,22,9987.0,8604.56
1,23,9987.0,8610.62
1,24,9990.0,8650.204081632653
1,25,9990.0,8631.32
1,26,9990.0,8612.367346938776
1,27,9990.0,8626.14
1,28,9990.0,8655.77358490566
1,29,9990.0,8659.52
