Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8346.0,8346.0
1,1,8418.0,8347.96
1,2,8989.0,8365.92
1,3,8989.0,8385.64
1,4,8989.0,8405.6
1,5,8989.0,8401.38
1,6,8989.0,8403.34
1,7,8989.0,8411.24
1,8,8989.0,8413.58
1,9,8989.0,8436.38
1,10,8989.0,8430.1
1,11,8989.0,8422.448979591836
1,12,8989.0,8435.32
1,13,8989.0,8442.84
1,14,8989.0,8446.1
1,15,8989.0,8445.039215686274
1,16,8989.0,8448.450980392157
1,17,8989.0,8453.901960784313
1,18,8989.0,8462.510204081633
1,19,8989.0,8467.469387755102
1,20,8989.0,8483.102040816326
1,21,8989.0,8483.8
1,22,8989.0,8466.183673469388
1,23,8989.0,8459.34
1,24,8989.0,8457.04
1,25,8989.0,8465.18
1,26,8989.0,8474.938775510203
1,27,8989.0,8459.78
1,28,8989.0,8479.14
1,29,9630.0,8495.44
