Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8346.0,8346.0
1,1,8414.0,8349.28
1,2,8414.0,8360.52
1,3,8422.0,8366.62
1,4,8502.0,8389.68
1,5,8715.0,8404.32
1,6,8715.0,8415.68
1,7,8715.0,8427.3
1,8,8715.0,8419.62
1,9,8715.0,8411.32
1,10,8715.0,8428.8
1,11,8715.0,8417.549019607843
1,12,8715.0,8431.29411764706
1,13,8751.0,8433.4
1,14,8751.0,8429.84
1,15,8751.0,8426.46
1,16,9099.0,8460.58
1,17,9099.0,8456.843137254902
1,18,9099.0,8470.22
1,19,9099.0,8471.36
1,20,9623.0,8480.882352941177
1,21,9623.0,8456.92
1,22,9623.0,8467.1
1,23,9623.0,8477.29411764706
1,24,9623.0,8497.98
1,25,9623.0,8508.48
1,26,9623.0,8505.686274509804
1,27,9623.0,8496.078431372549
1,28,9623.0,8525.64705882353
1,29,9623.0,8510.0
