Simulacion,Generacion,Mejor Fitness,Fitness Promedio
2,0,8509.806723944843,8509.806723944843
2,1,8527.162602321627,8510.114114756412
2,2,8527.162602321627,8510.390572192939
2,3,8527.162602321627,8512.24584321706
2,4,8535.692655212028,8517.627444352658
2,5,8535.692655212028,8522.283002748763
2,6,8535.692655212028,8521.881553070349
2,7,8535.692655212028,8523.153372617993
2,8,8538.389586791336,8523.086376895279
2,9,8541.692762138238,8524.041025229348
2,10,8772.768562984145,8528.988254724103
2,11,8772.768562984145,8529.725677581362
2,12,8772.768562984145,8536.622020079092
2,13,8772.768562984145,8535.783696502003
2,14,8772.768562984145,8537.102852073054
2,15,8772.768562984145,8542.993834957533
2,16,8772.768562984145,8543.341026202996
2,17,8772.768562984145,8548.330136953855
2,18,8772.768562984145,8547.961495921425
2,19,8772.768562984145,8550.782787753089
