Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8346.0,8346.0
1,1,8420.0,8347.98
1,2,8430.0,8352.6
1,3,8608.0,8379.68
1,4,8772.0,8398.08
1,5,8772.0,8409.22
1,6,8772.0,8407.72
1,7,8772.0,8426.28
1,8,8772.0,8429.66
1,9,8800.0,8458.44
1,10,8800.0,8469.3
1,11,8800.0,8441.6
1,12,8800.0,8462.2
1,13,8803.0,8478.57142857143
1,14,9045.0,8492.367346938776
1,15,9045.0,8487.6
1,16,9231.0,8484.529411764706
1,17,9231.0,8504.254901960785
1,18,9231.0,8517.4
1,19,9231.0,8522.9
1,20,9231.0,8553.76
1,21,9679.0,8565.7
1,22,9679.0,8551.529411764706
1,23,9679.0,8575.4
1,24,9679.0,8575.843137254902
1,25,9679.0,8612.96
1,26,9679.0,8602.019607843138
1,27,9679.0,8570.470588235294
1,28,9679.0,8599.235294117647
1,29,9679.0,8594.04
1,30,9679.0,8598.28
1,31,9679.0,8637.6
1,32,9679.0,8602.040816326531
1,33,9679.0,8569.42
1,34,9679.0,8612.0
1,35,9679.0,8605.34
1,36,9679.0,8593.725490196079
1,37,9679.0,8598.34693877551
1,38,9679.0,8584.51923076923
1,39,9679.0,8577.588235294117
1,40,9679.0,8571.56862745098
1,41,9679.0,8577.224489795919
1,42,9679.0,8599.04
1,43,9679.0,8590.64
1,44,9679.0,8601.57142857143
1,45,9679.0,8601.019607843138
1,46,9679.0,8534.490196078432
1,47,9679.0,8548.32
1,48,9679.0,8571.078431372549
1,49,9679.0,8549.18
