Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8346.0,8346.0
1,1,8387.0,8346.78
1,2,8504.0,8355.56
1,3,8504.0,8375.1
1,4,8515.0,8389.72
1,5,8516.0,8410.82
1,6,8522.0,8405.04
1,7,8529.0,8410.6
1,8,8780.0,8422.04
1,9,8780.0,8435.06
1,10,8780.0,8418.34
1,11,8780.0,8423.34
1,12,8780.0,8432.94
1,13,8780.0,8435.176470588236
1,14,8787.0,8452.46
1,15,8787.0,8443.529411764706
1,16,8787.0,8453.224489795919
1,17,8787.0,8457.591836734693
1,18,8787.0,8466.36
1,19,8787.0,8478.65306122449
1,20,8787.0,8481.28
1,21,8787.0,8490.6
1,22,8787.0,8481.42
1,23,8787.0,8487.224489795919
1,24,8787.0,8485.94
1,25,9507.0,8496.039215686274
1,26,9507.0,8521.235294117647
1,27,9507.0,8507.836734693878
1,28,9507.0,8533.78431372549
1,29,9507.0,8521.921568627451
1,30,9507.0,8539.979591836734
1,31,9507.0,8523.803921568628
1,32,9507.0,8541.745098039215
1,33,9507.0,8550.061224489797
1,34,9507.0,8540.48
1,35,9507.0,8554.18
1,36,9507.0,8558.86
1,37,9507.0,8547.26
1,38,9507.0,8565.469387755102
1,39,9507.0,8577.979591836734
1,40,9507.0,8563.183673469388
1,41,9507.0,8546.901960784313
1,42,9507.0,8549.14
1,43,9507.0,8554.72
1,44,9507.0,8573.70588235294
1,45,9507.0,8555.62
1,46,9507.0,8555.411764705883
1,47,9507.0,8556.333333333334
1,48,9507.0,8561.84
1,49,9507.0,8530.980392156862
