Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8509.806723944843,8509.806723944843
1,1,8525.146447948136,8510.069107896783
1,2,8771.398762820092,8515.802048822517
1,3,8771.398762820092,8518.067579868042
1,4,8775.967320697686,8529.409184493421
1,5,8775.967320697686,8547.522386719209
1,6,9062.558268477449,8573.534714217158
1,7,9062.558268477449,8578.838611191843
1,8,9062.558268477449,8578.142880909138
1,9,9062.558268477449,8560.055490728799
1,10,9062.558268477449,8576.056876329203
1,11,9160.868901779942,8590.434280838106
1,12,9454.953213017452,8608.326424942234
1,13,9454.953213017452,8622.206224149415
1,14,9454.953213017452,8616.544541458656
1,15,9454.953213017452,8616.9494137854
1,16,9454.953213017452,8631.615327698119
1,17,9454.953213017452,8631.865563674499
1,18,9456.198565651028,8662.14743549812
1,19,9456.198565651028,8651.101528972786
1,20,9456.198565651028,8666.143332920035
1,21,9456.198565651028,8672.710408095225
1,22,9456.198565651028,8681.124186738298
1,23,9456.198565651028,8685.192501236988
1,24,9456.198565651028,8698.088902147158
1,25,9456.198565651028,8698.982410521217
1,26,9456.198565651028,8687.146172925613
1,27,9456.198565651028,8720.138416281572
1,28,9456.198565651028,8698.52088713529
1,29,9456.198565651028,8729.792675932837
1,30,9456.198565651028,8708.954245222325
1,31,9456.198565651028,8720.177521201234
1,32,9456.198565651028,8724.097838708718
1,33,9456.198565651028,8728.98840567205
1,34,9456.198565651028,8742.814061410947
1,35,9456.198565651028,8732.494747764906
1,36,9456.198565651028,8745.92954793755
1,37,9456.198565651028,8745.684077183636
1,38,9456.198565651028,8748.850566146732
1,39,9456.198565651028,8703.884315024628
1,40,9456.198565651028,8725.204345410126
1,41,9456.198565651028,8712.007199012636
1,42,9456.198565651028,8722.901544593835
1,43,9456.198565651028,8716.775830168286
1,44,9456.198565651028,8702.1596812419
1,45,9456.198565651028,8717.762185841864
1,46,9456.198565651028,8698.10564912414
1,47,9456.198565651028,8706.71966954973
1,48,9456.198565651028,8693.682336419466
1,49,9456.198565651028,8714.553253398366
