Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8509.806723944843,8509.806723944843
1,1,8525.653365046062,8510.004476498965
1,2,8525.653365046062,8509.80584271913
1,3,8526.648378695703,8510.730236374277
1,4,8531.332236344788,8513.153738878382
1,5,8531.568183401081,8520.253042857643
1,6,8758.85335274191,8525.46543788278
1,7,8758.85335274191,8524.18873488865
1,8,8758.85335274191,8526.541587115533
1,9,8758.85335274191,8527.48402074679
1,10,8758.85335274191,8528.372849398795
1,11,8758.85335274191,8529.815035900572
1,12,8758.85335274191,8533.517974498038
1,13,8769.480597471133,8542.018948371202
1,14,8769.480597471133,8548.942562836979
1,15,8769.480597471133,8563.841082566916
1,16,8775.346579639774,8576.491446806189
1,17,8775.346579639774,8583.28014339857
1,18,8775.346579639774,8596.879866457044
1,19,8775.346579639774,8600.812012790704
1,20,8775.346579639774,8607.890572124308
1,21,8917.941776058238,8630.902409794006
1,22,8917.941776058238,8624.927604328848
1,23,8917.941776058238,8649.005320435333
1,24,8917.941776058238,8640.874272796722
1,25,8917.941776058238,8650.875527510698
1,26,8917.941776058238,8655.285588152892
1,27,8917.941776058238,8661.708922202717
1,28,8917.941776058238,8671.825286310874
1,29,8917.941776058238,8668.25934300045
1,30,8917.941776058238,8696.408422209575
1,31,8917.941776058238,8688.527298560732
1,32,8917.941776058238,8666.552465984447
1,33,8917.941776058238,8667.597101671734
1,34,8917.941776058238,8708.996271301887
1,35,8917.941776058238,8684.963998242618
1,36,8917.941776058238,8653.178184275685
1,37,8917.941776058238,8648.550784728242
1,38,8933.452298300728,8670.639381785808
1,39,8933.452298300728,8661.496788998
1,40,8933.452298300728,8676.910831724013
1,41,8933.452298300728,8671.975576919263
1,42,8933.452298300728,8667.970554909652
1,43,8933.452298300728,8643.776485313736
1,44,8933.452298300728,8667.248494219255
1,45,8933.452298300728,8699.98644781828
1,46,8933.452298300728,8674.100343401156
1,47,8933.452298300728,8680.844023063752
1,48,8933.452298300728,8658.450876951747
1,49,8933.452298300728,8669.348976684989
