Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8509.806723944843,8509.806723944843
1,1,8526.648378695703,8510.34325870293
1,2,8526.648378695703,8513.3071449023
1,3,8532.76961590894,8521.3862498368
1,4,8532.76961590894,8523.715207434752
1,5,8533.950887589368,8523.393766902831
1,6,8533.950887589368,8525.05925423923
1,7,8535.027304008707,8524.414776155982
1,8,8535.027304008707,8522.691502554011
1,9,8535.027304008707,8523.892924158718
1,10,8535.027304008707,8523.24937513096
1,11,8535.027304008707,8523.227909086068
1,12,8535.027304008707,8519.881286505375
1,13,8535.027304008707,8522.842194505733
1,14,8535.027304008707,8522.099905306373
1,15,8550.81919692538,8523.539275226363
1,16,8550.81919692538,8523.613464437805
1,17,8716.778662895602,8528.589230070718
1,18,8716.778662895602,8530.183966889716
1,19,8716.778662895602,8530.198059938353
1,20,8782.769537022672,8536.105474876926
1,21,8782.769537022672,8542.548964436104
1,22,8782.769537022672,8542.045035544637
1,23,9442.859981692214,8560.917910883018
1,24,9442.859981692214,8562.566803386544
1,25,9442.859981692214,8563.988749315573
1,26,9442.859981692214,8559.206644965805
1,27,9442.859981692214,8562.35659418078
1,28,9442.859981692214,8563.385321312157
1,29,9442.859981692214,8563.41784105134
1,30,9442.859981692214,8569.384894073397
1,31,9442.859981692214,8560.491461822292
1,32,9442.859981692214,8563.02046542144
1,33,9442.859981692214,8562.411390863666
1,34,9442.859981692214,8567.359373147876
1,35,9442.859981692214,8571.785630745131
1,36,9442.859981692214,8566.671724822829
1,37,9442.859981692214,8565.509582537763
1,38,9442.859981692214,8575.022148825508
1,39,9442.859981692214,8576.67890759847
1,40,9442.859981692214,8561.902572007257
1,41,9442.859981692214,8569.442691936301
1,42,9442.859981692214,8570.994845839721
1,43,9442.859981692214,8583.302930553255
1,44,9442.859981692214,8562.72603738388
1,45,9442.859981692214,8570.808817293968
1,46,9442.859981692214,8569.600491334088
1,47,9442.859981692214,8574.522318570533
1,48,9442.859981692214,8585.357887342803
1,49,9442.859981692214,8585.545817248401
