Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8509.806723944843,8509.806723944843
1,1,8509.806723944843,8509.766997188875
1,2,8524.516011608393,8510.483056897758
1,3,8542.842149937078,8514.90214808152
1,4,8773.884181653299,8525.393643991923
1,5,8773.884181653299,8526.924924685427
1,6,8773.884181653299,8531.182434230372
1,7,8895.600615719115,8537.610929520675
1,8,9681.899386985815,8569.919356124994
1,9,9681.899386985815,8602.991106281857
1,10,9681.899386985815,8619.609342170634
1,11,9681.899386985815,8602.537199590603
1,12,9681.899386985815,8615.722925499796
1,13,9681.899386985815,8620.216447498415
1,14,9681.899386985815,8610.047498839918
1,15,9681.899386985815,8611.640967946545
1,16,9681.899386985815,8610.876729915495
1,17,9681.899386985815,8609.372680359378
1,18,9681.899386985815,8638.923965214291
1,19,9681.899386985815,8628.279728330432
1,20,9681.899386985815,8632.590041632378
1,21,9681.899386985815,8635.337214820694
1,22,9681.899386985815,8638.584648954784
1,23,9681.899386985815,8643.688447159966
1,24,9681.899386985815,8652.363040325927
1,25,9681.899386985815,8627.720470640368
1,26,9681.899386985815,8642.60624190452
1,27,9681.899386985815,8652.917854708152
1,28,9681.899386985815,8677.868927012405
1,29,9681.899386985815,8672.341746093716
1,30,9681.899386985815,8669.040745463557
1,31,9681.899386985815,8676.163436401313
1,32,9681.899386985815,8677.83730673272
1,33,9681.899386985815,8688.808568533193
1,34,9681.899386985815,8681.092450895738
1,35,9681.899386985815,8667.912401291334
1,36,9867.99621217556,8703.71570752259
1,37,9867.99621217556,8709.13144995842
1,38,9867.99621217556,8704.660047543373
1,39,9867.99621217556,8731.27709047873
1,40,9867.99621217556,8687.875997553385
1,41,9867.99621217556,8716.558563756522
1,42,9867.99621217556,8710.824186986227
1,43,9867.99621217556,8699.731096071784
1,44,9867.99621217556,8706.803924120362
1,45,9867.99621217556,8708.627665077021
1,46,9867.99621217556,8713.304104223165
1,47,9867.99621217556,8710.789687859187
1,48,9867.99621217556,8715.012274719242
1,49,9867.99621217556,8700.566786063224
