Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8520.0,8520.0
1,1,8534.0,8520.98
1,2,8536.0,8525.84
1,3,8540.0,8529.28
1,4,8540.0,8531.0
1,5,8768.0,8537.12
1,6,8776.0,8547.52
1,7,8776.0,8554.04
1,8,8781.0,8579.86
1,9,8782.0,8591.254901960785
1,10,8782.0,8575.943396226416
1,11,8782.0,8582.942307692309
1,12,8947.0,8592.823529411764
1,13,8947.0,8607.098039215687
1,14,8947.0,8591.0
1,15,9511.0,8624.70588235294
1,16,9511.0,8628.411764705883
1,17,9906.0,8660.470588235294
1,18,9906.0,8675.5
1,19,9906.0,8692.923076923076
