Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8346.0,8346.0
1,1,8386.0,8346.6
1,2,8386.0,8348.56
1,3,8435.0,8367.34
1,4,8617.0,8381.28
1,5,8687.0,8384.04
1,6,8687.0,8393.0
1,7,8687.0,8388.62
1,8,8687.0,8391.28
1,9,8687.0,8395.96
1,10,8687.0,8403.12
1,11,8687.0,8401.43137254902
1,12,8687.0,8413.0
1,13,8687.0,8423.725490196079
1,14,8687.0,8413.92
1,15,8753.0,8438.408163265307
1,16,8753.0,8443.117647058823
1,17,8753.0,8444.29411764706
1,18,8753.0,8438.28
1,19,8772.0,8453.6
1,20,8772.0,8457.117647058823
1,21,8772.0,8446.36
1,22,8772.0,8446.46
1,23,8774.0,8463.588235294117
1,24,8774.0,8467.62
1,25,8774.0,8472.367346938776
1,26,8774.0,8464.78431372549
1,27,8774.0,8475.92
1,28,8774.0,8465.78
1,29,8774.0,8482.078431372549
1,30,8774.0,8470.29411764706
1,31,8774.0,8497.448979591836
1,32,8774.0,8495.387755102041
1,33,9621.0,8536.961538461539
1,34,9621.0,8521.509803921568
1,35,9621.0,8513.764705882353
1,36,9621.0,8513.803921568628
1,37,9621.0,8524.117647058823
1,38,9621.0,8531.882352941177
1,39,9621.0,8538.235294117647
1,40,9621.0,8516.24
1,41,9621.0,8518.48
1,42,9621.0,8544.32
1,43,9621.0,8543.62
1,44,9621.0,8545.42
1,45,9621.0,8570.183673469388
1,46,9621.0,8564.122448979591
1,47,9621.0,8559.274509803921
1,48,9621.0,8556.117647058823
1,49,9621.0,8559.9
