Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8346.0,8346.0
1,1,8428.0,8347.56
1,2,8647.0,8355.3
1,3,8678.0,8374.88
1,4,8678.0,8391.32
1,5,8678.0,8384.23076923077
1,6,8678.0,8390.5
1,7,8750.0,8412.56
1,8,8750.0,8415.18
1,9,8750.0,8415.92
1,10,8750.0,8442.9
1,11,8750.0,8435.74
1,12,8750.0,8435.34
1,13,8750.0,8458.14
1,14,8750.0,8474.46
1,15,8750.0,8474.8
1,16,8750.0,8492.24
1,17,8765.0,8475.42857142857
1,18,9153.0,8491.102040816326
1,19,9153.0,8483.88
1,20,9153.0,8490.163265306122
1,21,9153.0,8537.24
1,22,9153.0,8501.803921568628
1,23,9605.0,8530.28
1,24,9605.0,8525.183673469388
1,25,9978.0,8576.74
1,26,9978.0,8593.156862745098
1,27,9978.0,8617.941176470587
1,28,9978.0,8591.26
1,29,9978.0,8609.3
1,30,9978.0,8603.510204081633
1,31,9978.0,8639.34
1,32,9978.0,8626.88
1,33,9978.0,8671.46
1,34,9978.0,8655.42
1,35,9978.0,8669.62
1,36,9978.0,8648.44
1,37,9978.0,8608.461538461539
1,38,9978.0,8616.882352941177
1,39,9978.0,8603.66
1,40,9978.0,8629.0
1,41,9978.0,8629.98
1,42,9978.0,8643.470588235294
1,43,9978.0,8636.529411764706
1,44,9978.0,8635.94
1,45,9978.0,8644.12
1,46,9978.0,8663.7
1,47,9978.0,8656.941176470587
1,48,9978.0,8686.43137254902
1,49,9978.0,8652.163265306122
