simulacion,generacion,genome_id,fitness
3,1,50,8520.0
3,1,49,8520.0
3,1,48,8520.0
3,1,47,8520.0
3,1,46,8520.0
3,1,45,8520.0
3,1,44,8520.0
3,1,43,8520.0
3,1,42,8520.0
3,1,41,8520.0
3,1,40,8520.0
3,1,39,8520.0
3,1,38,8520.0
3,1,37,8520.0
3,1,36,8520.0
3,1,35,8520.0
3,1,34,8520.0
3,1,33,8520.0
3,1,32,8520.0
3,1,31,8520.0
3,1,30,8520.0
3,1,29,8520.0
3,1,28,8520.0
3,1,27,8520.0
3,1,26,8520.0
3,1,25,8520.0
3,1,24,8520.0
3,1,23,8520.0
3,1,22,8520.0
3,1,21,8520.0
3,1,20,8520.0
3,1,19,8520.0
3,1,18,8520.0
3,1,17,8520.0
3,1,16,8520.0
3,1,15,8520.0
3,1,14,8520.0
3,1,13,8520.0
3,1,12,8520.0
3,1,11,8520.0
3,1,10,8520.0
3,1,9,8520.0
3,1,8,8520.0
3,1,7,8520.0
3,1,6,8520.0
3,1,5,8520.0
3,1,4,8520.0
3,1,3,8520.0
3,1,2,8520.0
3,1,1,8520.0
3,2,95,8520.0
3,2,94,8520.0
3,2,93,8518.0
3,2,92,8520.0
3,2,91,8520.0
3,2,89,8520.0
3,2,88,8520.0
3,2,87,8520.0
3,2,86,8520.0
3,2,85,8520.0
3,2,84,8520.0
3,2,83,8520.0
3,2,82,8520.0
3,2,81,8520.0
3,2,80,8520.0
3,2,79,8520.0
3,2,78,8520.0
3,2,77,8518.0
3,2,76,8520.0
3,2,75,8520.0
3,2,74,8520.0
3,2,73,8520.0
3,2,72,8520.0
3,2,70,8520.0
3,2,69,8520.0
3,2,68,8520.0
3,2,67,8520.0
3,2,66,8520.0
3,2,65,8520.0
3,2,64,8520.0
3,2,63,8520.0
3,2,62,8520.0
3,2,60,8520.0
3,2,59,8520.0
3,2,58,8520.0
3,2,57,8520.0
3,2,56,8520.0
3,2,55,8520.0
3,2,54,8520.0
3,2,53,8520.0
3,2,52,8520.0
3,2,51,8520.0
3,2,5,8520.0
3,2,4,8520.0
3,2,3,8520.0
3,2,2,8520.0
3,2,1,8520.0
3,2,61,8533.0
3,2,71,8533.0
3,2,90,8535.0
3,3,137,8520.0
3,3,136,8519.0
3,3,132,8520.0
3,3,131,8520.0
3,3,130,8518.0
3,3,129,8518.0
3,3,128,8520.0
3,3,126,8520.0
3,3,123,8520.0
3,3,122,8520.0
3,3,120,8518.0
3,3,119,8520.0
3,3,117,8518.0
3,3,116,8520.0
3,3,114,8520.0
3,3,113,8520.0
3,3,111,8520.0
3,3,110,8520.0
3,3,109,8520.0
3,3,106,8518.0
3,3,104,8520.0
3,3,103,8520.0
3,3,101,8518.0
3,3,100,8520.0
3,3,99,8519.0
3,3,98,8520.0
3,3,97,8519.0
3,3,2,8520.0
3,3,1,8520.0
3,3,140,8533.0
3,3,134,8533.0
3,3,125,8530.0
3,3,121,8533.0
3,3,115,8533.0
3,3,112,8533.0
3,3,108,8532.0
3,3,102,8532.0
3,3,96,8533.0
3,3,61,8533.0
3,3,139,8534.0
3,3,133,8534.0
3,3,118,8523.0
3,3,71,8533.0
3,3,138,8532.0
3,3,135,8532.0
3,3,127,8533.0
3,3,107,8532.0
3,3,105,8534.0
3,3,124,8534.0
3,3,90,8535.0
3,4,130,8518.0
3,4,99,8519.0
3,4,165,8518.0
3,4,164,8519.0
3,4,155,8518.0
3,4,153,8519.0
3,4,151,8519.0
3,4,150,8518.0
3,4,145,8518.0
3,4,142,8518.0
3,4,161,8520.0
3,4,178,8533.0
3,4,96,8533.0
3,4,174,8533.0
3,4,173,8531.0
3,4,172,8533.0
3,4,170,8533.0
3,4,169,8533.0
3,4,168,8532.0
3,4,166,8533.0
3,4,162,8533.0
3,4,160,8533.0
3,4,158,8532.0
