Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8520.0,8520.0
1,1,8533.0,8520.14
1,2,8534.0,8520.92
1,3,8549.0,8527.0
1,4,8549.0,8531.16
1,5,8549.0,8532.26
1,6,8775.0,8539.66
1,7,9129.0,8564.04
1,8,9129.0,8580.117647058823
1,9,9129.0,8610.529411764706
1,10,9129.0,8596.94
1,11,9129.0,8641.76
1,12,9639.0,8654.08
1,13,9639.0,8670.84
1,14,9639.0,8645.04
1,15,9639.0,8653.94
1,16,9639.0,8665.612244897959
1,17,9639.0,8659.34
1,18,9639.0,8675.58
1,19,9639.0,8680.30612244898
1,20,9639.0,8706.18
1,21,9639.0,8687.882352941177
1,22,9639.0,8731.32
1,23,9639.0,8721.632653061224
1,24,9639.0,8712.98
1,25,9639.0,8727.32
1,26,9639.0,8737.92
1,27,9882.0,8756.918367346938
1,28,9882.0,8773.803921568628
1,29,9882.0,8764.137254901962
1,30,9882.0,8758.06
1,31,9882.0,8799.843137254902
1,32,9882.0,8853.551020408164
1,33,9882.0,8861.877551020409
1,34,9882.0,8867.28
1,35,9882.0,8816.333333333334
1,36,9882.0,8827.76
1,37,9882.0,8881.470588235294
1,38,9882.0,8864.836734693878
1,39,9882.0,8869.29411764706
1,40,9882.0,8888.2
1,41,9882.0,8895.470588235294
1,42,9882.0,8873.4
1,43,9974.0,8854.58
1,44,9988.0,8839.96
1,45,9988.0,8848.66
1,46,9988.0,8829.56862745098
1,47,9988.0,8849.882352941177
1,48,9988.0,8896.862745098038
1,49,9988.0,8904.960784313726
