Simulacion,Generacion,Mejor Fitness,Fitness Promedio
1,0,8520.0,8520.0
1,1,8552.0,8521.04
1,2,8552.0,8523.28
1,3,8555.0,8532.3
1,4,8555.0,8532.3
1,5,9628.0,8567.76
1,6,9628.0,8596.54
1,7,9628.0,8622.26
1,8,9628.0,8645.68
1,9,9628.0,8660.72
1,10,9629.0,8704.0
1,11,9629.0,8738.68
1,12,9680.0,8746.86
1,13,9680.0,8730.06
1,14,9680.0,8730.02
1,15,9680.0,8739.76
1,16,9680.0,8803.8
1,17,9680.0,8824.94
1,18,9680.0,8789.0
1,19,9680.0,8795.32
1,20,9680.0,8790.98
1,21,9898.0,8837.92
1,22,9898.0,8858.9
1,23,9898.0,8897.32
1,24,9898.0,8793.1
1,25,9898.0,8831.0
1,26,9898.0,8891.88
1,27,9898.0,8910.34
1,28,9898.0,8900.372549019608
1,29,9898.0,8868.18
1,30,9898.0,8910.877551020409
1,31,9898.0,8904.755102040815
1,32,9986.0,8945.959183673469
1,33,9986.0,8951.58
1,34,9986.0,8940.254901960785
1,35,9986.0,9011.980392156862
1,36,9986.0,8886.163265306122
1,37,9986.0,8943.285714285714
1,38,9986.0,8865.7
1,39,9986.0,8929.96
1,40,9986.0,8975.34
1,41,9986.0,8981.88
1,42,9986.0,8861.5
1,43,9986.0,8805.5
1,44,9986.0,8881.7
1,45,9986.0,8877.82
1,46,9986.0,8850.68
1,47,9986.0,8966.509803921568
1,48,9986.0,8918.38
1,49,9986.0,8917.117647058823
