Simulacion,Generacion,Mejor Fitness,Fitness Promedio
3,0,8520.0,8520.0
3,1,8535.0,8520.74
3,2,8535.0,8524.92
3,3,8766.0,8534.2
3,4,8766.0,8534.960784313726
3,5,8766.0,8535.78431372549
3,6,8766.0,8538.163265306122
3,7,8776.0,8543.081632653062
3,8,8776.0,8547.58
3,9,8776.0,8555.68
3,10,8776.0,8553.92
3,11,8776.0,8557.94
3,12,8776.0,8557.66037735849
3,13,8776.0,8558.64705882353
3,14,8776.0,8572.803921568628
3,15,8776.0,8573.607843137255
3,16,8776.0,8568.745098039215
3,17,8776.0,8571.5
3,18,8776.0,8577.176470588236
3,19,8776.0,8572.686274509804
3,20,8776.0,8573.450980392157
3,21,8776.0,8574.173076923076
3,22,8776.0,8579.943396226416
3,23,8776.0,8582.388888888889
3,24,8776.0,8592.442307692309
3,25,8776.0,8605.43137254902
3,26,8776.0,8601.76923076923
3,27,8777.0,8609.346153846154
3,28,8777.0,8614.75
3,29,8777.0,8604.211538461539
3,30,8777.0,8611.596153846154
3,31,8777.0,8614.039215686274
3,32,8777.0,8601.204081632653
3,33,8777.0,8597.588235294117
3,34,8777.0,8600.29411764706
3,35,8777.0,8630.3
3,36,8777.0,8629.666666666666
3,37,8777.0,8616.156862745098
3,38,8777.0,8628.039215686274
3,39,8777.0,8644.24
3,40,8777.0,8622.0
3,41,8777.0,8627.6
3,42,8777.0,8622.897959183674
3,43,8777.0,8646.48
3,44,8777.0,8636.764705882353
3,45,8777.0,8622.039215686274
3,46,8777.0,8626.471698113208
3,47,8777.0,8670.29411764706
3,48,8777.0,8655.52
3,49,8777.0,8663.764705882353
